"제어번호","제목","저자","발행처","발행년도","ISBN번호","분류기호","대출횟수"
"000001171931","만다라트 실천법 :인생을 바꾸는 9칸 적기","마츠무라 야스오 지음","시사문화사","2018","9788973233762","1","6"
"000001660553","명화의 탄생 그때 그 사람","성수영 지음","한경arte : 한국경제신문 : 한경BP","2024","9788947549417","6","6"
"000000824190","무빙 :강풀액션만화 .1 ,응원할게 뭘 응원해 너","강풀 [지음]","위즈덤하우스","2016","9788960869219","8","6"
"000001590691","방주 :유키 하루오 장편소설","유키 하루오 지음","블루홀6(블루홀식스)","2023","9791189571894","8","6"
"000001738334","버리지 못하는 사람들","무레 요코 지음","라곰","2025","9791193939215","8","6"
"000001485582","부의 시나리오 :불확실성을 기회로 만드는 4가지 투자전략","오건영 지음","Page2(페이지2북스)","2021","9791190977265","3","6"
"000001556900","부의 인문학 :슈퍼리치의 서재에서 찾아낸 부자의 길","우석 지음","Openmind(오픈마인드)","2022","9791196851200","3","6"
"000001345887","부의 인문학 :슈퍼리치의 서재에서 찾아낸 부자의 길","브라운스톤 지음","Openmind(오픈마인드)","2019","9788995563502","3","6"
"000000048501","불안","알랭 드 보통 [지음]","은행나무","2012","9788956605593","8","6"
"000001737353","빅 트레이더의 주도주 매매법 :지금 가장 뜨거운 종목에 투자하라!","서희파더 지음","이레미디어","2024","9791193394540","3","6"
"000001675723","빨간내복야코 맞춤법 절대 안 틀리는 책 .1","빨간내복야코 원작","위즈덤하우스","2024","9791171711451","7","6"
"000001509147","사랑의 기술","에리히 프롬 지음","문예출판사","2021","9788931011623","1","6"
"000001590545","사피엔스 ","유발 하라리 지음","김영사","2023","9788934943235","9","6"
"000001674398","삼체 .2부 ,암흑의 숲 =The three body","류츠신 지음","자음과모음","2020","9788954442701","8","6"
"000001674399","삼체 .3부 ,사신의 영생 =The three body","류츠신 지음","자음과모음","2020","9788954442718","8","6"
"000001629722","선더헤드 :닐 셔스터먼 장편소설","닐 셔스터먼 지음","열린책들","2023","9788932923055","8","6"
"000001329652","선량한 차별주의자","김지혜 지음","창비","2019","9788936477196","3","6"
"000001384503","시선으로부터, :정세랑 장편소설","정세랑 지음","문학동네","2020","9788954672214","8","6"
"000001397550","시와 산책 =Poetry and walks","한정원 지음","시간의흐름","2020","9791196517199","8","6"
"000001095872","쓸 만한 인간 :박정민 산문집","박정민 [지음]","상상출판","2018","9791187795520","8","6"
"000000084599","아낌없이 주는 나무","쉘 실버스타인 글?그림","시공주니어","2000","9788952709042","8","6"
"000001005630","아몬드 :손원평 장편소설","손원평 [지음]","창비","2017","9788936456788","8","6"
"000001569976","아버지의 해방일지 :정지아 장편소설","정지아 지음","창비","2022","9788936438838","8","6"
"000001396980","아비투스 :인간의 품격을 결정하는 7가지 자본","도리스 메르틴 지음","다산초당 : 다산북스","2020","9791130630762","3","6"
"000001550989","아티스트 웨이, 마음의 소리를 듣는 시간 :세상의 모든 소리에 귀 기울여 나를 바꾸는 법 =The artist's way, listening to your heart","줄리아 캐머런 지음","비즈니스북스","2022","9791162542767","1","6"
"000001682489","어떻게 극단적 소수가 다수를 지배하는가 :우리의 민주주의가 한계에 도달한 이유","스티븐 레비츠키","어크로스: 어크로스출판그룹","2024","9791167741509","3","6"
"000001412740","어린이라는 세계 :김소영 에세이","김소영 지음","사계절: 사계절출판사","2020","9791160946918","8","6"
"000001610037","어쩔뚱땡! 고구마머리TV :호기심?상상력이 숙쑥 자라나는 과학학습만화 .2 ,우주 탐험 2","서동건 글","아울북 : 북이십일","2021","9788950996482","4","6"
"000001650700","에디토리얼 씽킹 :모든 것이 다 있는 시대의 창조적 사고법 =Editorial Thinking","최혜진 지음","Turtleneck Press(터틀넥프레스)","2023","9791198340924","0","6"
"000000896709","여름은 오래 그곳에 남아","마쓰이에 마사시 [지음]","비채","2016","9788934972204","8","6"
"000001555910","역행자 :돈?시간?운명으로부터 완전한 자유를 얻는 7단계 인생 공략집","자청 지음","웅진지식하우스 : 웅진씽크빅","2022","9788901260716","3","6"
"000001038008","용의자 X의 헌신","히가시노 게이고 [지음]","재인","2017","9788990982704","8","6"
"000000720098","우리들의 파리가 생각나요","정현주 지음","예경","2015","9788970845289","8","6"
"000001635191","이게 바로 물리야 .1 ,전기","조지프 미드선 글","와이즈만books","2023","9791190744904","4","6"
"000000034356","인생 :위화 장편소설","위화 지음","푸른숲","2011","9788971847251","8","6"
"000001660325","일류의 조건","사이토 다카시 지음","필름","2024","9791193262122","3","6"
"000000035912","자기 앞의 生","에밀 아자르 지음","문학동네","2003","8982816631","8","6"
"000001564284","재수사 :장강명 장편소설 .1","장강명 지음","은행나무","2022","9791167372017","8","6"
"000000179497","제노사이드 =Genocide","다카노 가즈아키 지음","황금가지","2012","9788960174191","8","6"
"000001655644","젠킨스로 배우는 CI/CD 파이프라인 구축 :보안, 파이프라인, 테스트, AWS/Docker 통합","프라노데이 프라모드 딩가레 지음","에이콘출판","2024","9791161758244","0","6"
"000001240870","종이 동물원 :켄 리우 소설","켄 리우 [지음]","황금가지","2018","9791158884680","8","6"
"000001323107","지구에서 한아뿐 :정세랑 장편소설","정세랑 지음","난다","2019","9791188862290","8","6"
"000001397603","천 개의 파랑 :한국과학문학상 장편 대상 : 천선란 장편소설","천선란 지음","허블","2020","9791190090261","8","6"
"000001655650","초고령사회 일본이 사는 법 :10년 앞선 고령사회 리포트","김웅철 지음","매일경제신문사 : 매경출판","2024","9791164846610","3","6"
"000001590871","초수익 성장주 투자 :세계에서 가장 비밀스러운 주식 투자 시스템","마크 미너비니 지음","이레미디어","2023","9791191328790","3","6"
"000000298608","카라마조프가의 형제들 .1","표도르 도스토옙스키 지음","민음사","2007","9788937461545","8","6"
"000001642110","테디베어는 죽지 않아 :조예은 장편소설","조예은 지음","안전가옥","2023","9791193024225","8","6"
"000001591393","파쇄","구병모 지음","위즈덤하우스","2023","9791168127012","8","6"
"000000785314","푸른 사자 와니니 :이현 장편동화","이현 지음","창비","2015","9788936442804","8","6"
"000001626901","풍수전쟁 :김진명 장편소설","김진명 지음","이타: 이타북스","2023","9791167763846","8","6"
"000001738262","필라테스의 과학 :당신의 운동을 완벽하게 해 줄 해부학과 생리학","트레이시 워드 지음","사이언스북스","2024","9791194087007","5","6"
"000001633605","하우스 메이드","프리다 맥파든 지음","Book Plaza(북플라자)","2023","9791190157551","8","6"
"000001516145","행성어 서점 :김초엽 짧은 소설","김초엽 지음","마음산책","2021","9788960907003","8","6"
"000001296939","회복탄력성 :시련을 행운으로 바꾸는 마음 근력의 힘 =Resilience","김주환 지음","위즈덤하우스 미디어그룹","2019","9791189938772","1","6"
"000001653399","흐르는 강물처럼","셸리 리드 지음","다산책방 : 다산북스","2024","9791130649672","8","6"
"000000380598","흔들리지 않고 휘둘리지 않고 담담하게 :류노스케 스님의 평상심 수업","코이케 류노스케 지음","북이십일 21세기북스","2013","9788950950972","2","6"
"000001648879","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트 .2","흔한남매 원작","다산어린이 : 다산북스","2021","9791130637594","7","6"
"000001612237","흔한남매 이상한 나라의 고전 읽기 .2","최재훈 글","Mirae N 아이세움 : 미래엔","2022","9791168413955","8","6"
"000001739661","(120만 유튜버 이상한과자가게의) 달콤 살벌 속마음 레시피 .2 ,이 사장, 아파트를 부탁해!","이상한과자가게 원작","위즈덤하우스","2024","9791171712991","1","5"
"000001737816","(Amazon Bedrock으로 시작하는) 실전 생성형 AI 개발","임지훈","디지털북스","2025","9788960884724","0","5"
"000000992765","(New) 영어는 뻔한 패턴의 반복이다 :Basic","자하연 저","씨앤톡","2015","9788960984189","7","5"
"000001717428","(개념 이해로 시작하기 좋은) 최고의 프롬프트 엔지니어링 강의 :AI 제품 정복을 위해 바닥부터 이해하는 LLM 핵심 기술의 거의 모든 것","김진중 지음","Re:commend(리코멘드)","2024","9791194084006","0","5"
"000001384648","(거의없다의) 방구석 영화관 :영화를, 고상함 따위 1도 없이 세상을, 적당히 삐딱하게 바라보는","거의없다 지음","왼쪽주머니 : 사람in","2020","9788960498426","6","5"
"000001644110","(굴릴수록 눈덩이처럼 불어나는) 마법의 연금 굴리기","김성일 지음","에이지21(에이지이십일)","2023","9788998342784","3","5"
"000001737825","(노션 찐프로 강사 임세범 교사가 알려 주는) 선생님을 위한 노션","임세범 저","앤써북","2025","9791193059432","0","5"
"000001509007","(데일 카네기) 자기관리론","데일 카네기 지음","현대지성","2021","9791191280333","1","5"
"000001523925","(도박꾼이 아니라) 트레이더가 되어라 :데이트레이딩 최고 전략가의 매일 꾸준히 수익내는 기술","앤드루 아지즈 지음","해의시간","2022","9791159318108","3","5"
"000001560275","(리얼) 호주 :호주를 가장 멋지게 여행하는 방법 : 2022~2023년 최신판","박선영","한빛라이프","2022","9791190846424","9","5"
"000001720570","(빨간내복야코) 맞춤법 절대 안 틀리는 책 .2","빨간내복야코 원작","위즈덤하우스","2024","9791171712328","7","5"
"000001735711","(빨간내복야코) 수상한 발명품 .[1] ,스포키의 비밀 노트 1","빨간내복야코 원작","Sandbox Story Kids(샌드박스스토리 키즈) : 샌드박스네트워크","2024","9791192504452","4","5"
"000000086368","(새로 만든) 먼나라 이웃나라 .4 ,영국","이원복 글?그림","김영사","2012","9788934958222","9","5"
"000001643169","(설민석의) 그리스 로마 신화 대모험 .1 ,사라진 신들의 세상","설민석","Dankkum i(단꿈아이)","2022","9791191496628","2","5"
"000000963992","(송사무장의 부동산) 경매의 기술","송희창 지음","지혜로","2017","9791187799023","3","5"
"000001730352","(슈뻘맨의) 슈퍼 상식 월드컵 .1 ,최강의 육상 동물","슈뻘맨 원작","주니어김영사: 김영사","2024","9788934911289","0","5"
"000001641789","(요즘 어른을 위한) 최소한의 세계사","임소미 지음","빅피시","2023","9791193128428","9","5"
"000001674334","(이상한 과자 가게) 전천당 .20","히로시마 레이코 글","길벗스쿨","2024","9791164067183","8","5"
"000001718259","(채사장의) 지대넓얕 :지적 대화를 위한 넓고 얕은 지식 . 거인의 어깨 .10","채사장","Dolphin Books(돌핀북)","2024","9791193487037","0","5"
"000001555476","(채사장의) 지대넓얕 :지적 대화를 위한 넓고 얕은 지식 .01 ,권력의 탄생","채사장","Dolphin Books(돌핀북)","2021","9791197578410","0","5"
"000001652447","(처음 읽는) 그리스 로마 신화 .2 ,신들의 사랑과 질투 =First Greek mythology","최설희 글","Mirae N 아이세움 : 미래엔","2020","9791164135851","2","5"
"000001734990","(초보자를 위한) 무역실무 정석 :무역을 알면 세계가 보인다!","권영구 지음","중앙경제평론사(Joongang Economy Publishing)","2024","9788960543393","3","5"
"000001515752","(추리 천재) 엉덩이 탐정 .10 ,사랑의 포로 사건","트롤 글?그림","MiraeN 아이세움 : 미래엔","2020","9791164137053","8","5"
"000001048611","(추리 천재) 엉덩이 탐정 .5 ,유적에서 날아온 SOS 사건","트롤 글?그림","미래엔(Mirae N): 아이세움","2017","9791162332542","8","5"
